Module,File,Class,Method,Line,Args,Async,Decorators
ciris_engine,ciris_engine/logic/processors/states/wakeup_processor.py,WakeupProcessor,_count_completed_steps,262,self,False,
ciris_engine,ciris_engine/logic/processors/states/wakeup_processor.py,WakeupProcessor,_create_wakeup_tasks,273,self,True,
ciris_engine,ciris_engine/logic/processors/states/wakeup_processor.py,WakeupProcessor,_process_wakeup_steps,333,self|round_number|non_blocking,True,
ciris_engine,ciris_engine/logic/processors/states/wakeup_processor.py,WakeupProcessor,_create_step_thought,386,self|step_task|round_number,True,
ciris_engine,ciris_engine/logic/processors/states/wakeup_processor.py,WakeupProcessor,_process_step_thought,446,self|thought|processing_context,True,
ciris_engine,ciris_engine/logic/processors/states/wakeup_processor.py,WakeupProcessor,_dispatch_step_action,451,self|result|thought|step_task,True,
ciris_engine,ciris_engine/logic/processors/states/wakeup_processor.py,WakeupProcessor,_wait_for_task_completion,473,self|task|step_type|max_wait|poll_interval,True,
ciris_engine,ciris_engine/logic/processors/states/wakeup_processor.py,WakeupProcessor,_mark_task_failed,504,self|task_id|reason,False,
ciris_engine,ciris_engine/logic/processors/states/wakeup_processor.py,WakeupProcessor,_mark_root_task_complete,509,self,False,
ciris_engine,ciris_engine/logic/processors/states/wakeup_processor.py,WakeupProcessor,_mark_root_task_failed,513,self,False,
ciris_engine,ciris_engine/logic/processors/states/wakeup_processor.py,WakeupProcessor,is_wakeup_complete,517,self,False,
ciris_engine,ciris_engine/logic/processors/states/wakeup_processor.py,WakeupProcessor,start_processing,522,self|num_rounds,True,
ciris_engine,ciris_engine/logic/processors/states/wakeup_processor.py,WakeupProcessor,stop_processing,533,self,True,
ciris_engine,ciris_engine/logic/processors/states/wakeup_processor.py,WakeupProcessor,get_status,538,self,False,
ciris_engine,ciris_engine/logic/processors/states/play_processor.py,PlayProcessor,__init__,26,self,False,
ciris_engine,ciris_engine/logic/processors/states/play_processor.py,PlayProcessor,get_supported_states,35,self,False,
ciris_engine,ciris_engine/logic/processors/states/play_processor.py,PlayProcessor,process,39,self|round_number,True,
ciris_engine,ciris_engine/logic/processors/states/play_processor.py,PlayProcessor,get_play_stats,64,self,False,
ciris_engine,ciris_engine/logic/processors/states/play_processor.py,PlayProcessor,_calculate_creativity_level,85,self,False,
ciris_engine,ciris_engine/logic/processors/states/play_processor.py,PlayProcessor,_prioritize_creative_tasks,106,self|tasks,True,
ciris_engine,ciris_engine/logic/processors/states/play_processor.py,PlayProcessor,should_experiment,118,self|thought_content,False,
ciris_engine,ciris_engine/logic/processors/states/play_processor.py,PlayProcessor,get_status,135,self,False,
ciris_engine,ciris_engine/logic/processors/states/dream_processor.py,DreamProcessor,__init__,80,self|config_accessor|thought_processor|action_dispatcher|services|service_registry|identity_manager|startup_channel_id|cirisnode_url|pulse_interval|min_dream_duration|max_dream_duration|max_active_tasks|max_active_thoughts,False,
ciris_engine,ciris_engine/logic/processors/states/dream_processor.py,DreamProcessor,_initialize_time_service,148,self|service_registry,False,
ciris_engine,ciris_engine/logic/processors/states/dream_processor.py,DreamProcessor,_get_current_time,161,self,False,
ciris_engine,ciris_engine/logic/processors/states/dream_processor.py,DreamProcessor,_check_cirisnode_enabled,169,self,False,
ciris_engine,ciris_engine/logic/processors/states/dream_processor.py,DreamProcessor,_ensure_stop_event,179,self,False,
ciris_engine,ciris_engine/logic/processors/states/dream_processor.py,DreamProcessor,_create_all_dream_tasks,187,self,True,
ciris_engine,ciris_engine/logic/processors/states/dream_processor.py,DreamProcessor,_initialize_services,288,self,True,
ciris_engine,ciris_engine/logic/processors/states/dream_processor.py,DreamProcessor,start_dreaming,330,self|duration,True,
ciris_engine,ciris_engine/logic/processors/states/dream_processor.py,DreamProcessor,stop_dreaming,387,self,True,
ciris_engine,ciris_engine/logic/processors/states/dream_processor.py,DreamProcessor,_announce_dream_entry,421,self|duration,True,
ciris_engine,ciris_engine/logic/processors/states/dream_processor.py,DreamProcessor,process_round,442,self|round_number,True,
ciris_engine,ciris_engine/logic/processors/states/dream_processor.py,DreamProcessor,_process_dream_thought,510,self|item,True,
ciris_engine,ciris_engine/logic/processors/states/dream_processor.py,DreamProcessor,_dream_loop,525,self|duration,True,
ciris_engine,ciris_engine/logic/processors/states/dream_processor.py,DreamProcessor,_update_current_phase,577,self,True,
ciris_engine,ciris_engine/logic/processors/states/dream_processor.py,DreamProcessor,_should_exit,603,self|start_time|end_time,False,
ciris_engine,ciris_engine/logic/processors/states/dream_processor.py,DreamProcessor,_record_phase_duration,615,self|phase|start_time,False,
ciris_engine,ciris_engine/logic/processors/states/dream_processor.py,DreamProcessor,_benchmarking_phase,627,self|start_time|end_time,True,
ciris_engine,ciris_engine/logic/processors/states/dream_processor.py,DreamProcessor,_exit_phase,658,self,True,
ciris_engine,ciris_engine/logic/processors/states/dream_processor.py,DreamProcessor,_recall_recent_ponder_questions,672,self,True,
ciris_engine,ciris_engine/logic/processors/states/dream_processor.py,DreamProcessor,_analyze_ponder_patterns,706,self|questions,False,
ciris_engine,ciris_engine/logic/processors/states/dream_processor.py,DreamProcessor,_schedule_next_dream,741,self,True,
ciris_engine,ciris_engine/logic/processors/states/dream_processor.py,DreamProcessor,_process_incidents,778,self,True,
ciris_engine,ciris_engine/logic/processors/states/dream_processor.py,DreamProcessor,_process_behavioral_insights,847,self,True,
ciris_engine,ciris_engine/logic/processors/states/dream_processor.py,DreamProcessor,_plan_future_work,929,self,True,
ciris_engine,ciris_engine/logic/processors/states/dream_processor.py,DreamProcessor,_create_future_task,962,self|description|hours_ahead,True,
ciris_engine,ciris_engine/logic/processors/states/dream_processor.py,DreamProcessor,_run_single_benchmark,998,self,True,
ciris_engine,ciris_engine/logic/processors/states/dream_processor.py,DreamProcessor,_record_dream_session,1024,self,True,
ciris_engine,ciris_engine/logic/processors/states/dream_processor.py,DreamProcessor,_get_vibe_summary,1060,self,True,
ciris_engine,ciris_engine/logic/processors/states/dream_processor.py,DreamProcessor,_announce_dream_exit,1114,self,True,
ciris_engine,ciris_engine/logic/processors/states/dream_processor.py,DreamProcessor,get_dream_summary,1146,self,False,
ciris_engine,ciris_engine/logic/processors/states/dream_processor.py,DreamProcessor,initialize,1168,self,True,
ciris_engine,ciris_engine/logic/processors/states/dream_processor.py,DreamProcessor,cleanup,1174,self,True,
ciris_engine,ciris_engine/logic/processors/states/dream_processor.py,DreamProcessor,get_supported_states,1180,self,False,
ciris_engine,ciris_engine/logic/processors/states/dream_processor.py,DreamProcessor,can_process,1184,self|state,True,
ciris_engine,ciris_engine/logic/processors/states/dream_processor.py,DreamProcessor,process,1188,self|round_number,True,
ciris_engine,ciris_engine/logic/processors/states/dream_processor.py,DreamProcessor,should_enter_dream_state,1221,self|idle_seconds|min_idle_threshold,False,
ciris_engine,ciris_engine/logic/processors/states/work_processor.py,WorkProcessor,__init__,29,self|config_accessor|thought_processor|action_dispatcher|services|startup_channel_id,False,
ciris_engine,ciris_engine/logic/processors/states/work_processor.py,WorkProcessor,get_supported_states,62,self,False,
ciris_engine,ciris_engine/logic/processors/states/work_processor.py,WorkProcessor,can_process,66,self|state,True,
ciris_engine,ciris_engine/logic/processors/states/work_processor.py,WorkProcessor,process,70,self|round_number,True,
ciris_engine,ciris_engine/logic/processors/states/work_processor.py,WorkProcessor,_process_batch,143,self|batch|round_number,True,
ciris_engine,ciris_engine/logic/processors/states/work_processor.py,WorkProcessor,_process_single_thought,173,self|item,True,
ciris_engine,ciris_engine/logic/processors/states/work_processor.py,WorkProcessor,_dispatch_thought_result,177,self|item|result,True,
ciris_engine,ciris_engine/logic/processors/states/work_processor.py,WorkProcessor,_handle_idle_state,211,self|round_number,True,
ciris_engine,ciris_engine/logic/processors/states/work_processor.py,WorkProcessor,_mark_thought_failed,223,self|thought_id|error,False,
ciris_engine,ciris_engine/logic/processors/states/work_processor.py,WorkProcessor,get_idle_duration,231,self,False,
ciris_engine,ciris_engine/logic/processors/states/work_processor.py,WorkProcessor,should_transition_to_dream,236,self,False,
ciris_engine,ciris_engine/logic/processors/states/work_processor.py,WorkProcessor,start_processing,249,self|num_rounds,True,
ciris_engine,ciris_engine/logic/processors/states/work_processor.py,WorkProcessor,stop_processing,265,self,True,
ciris_engine,ciris_engine/logic/processors/states/work_processor.py,WorkProcessor,get_status,270,self,False,
ciris_engine,ciris_engine/logic/processors/states/shutdown_processor.py,ShutdownProcessor,__init__,39,self|config_accessor|thought_processor|action_dispatcher|services|time_service|runtime|auth_service,False,
ciris_engine,ciris_engine/logic/processors/states/shutdown_processor.py,ShutdownProcessor,get_supported_states,65,self,False,
ciris_engine,ciris_engine/logic/processors/states/shutdown_processor.py,ShutdownProcessor,can_process,69,self|state,True,
ciris_engine,ciris_engine/logic/processors/states/shutdown_processor.py,ShutdownProcessor,process,73,self|round_number,True,
ciris_engine,ciris_engine/logic/processors/states/shutdown_processor.py,ShutdownProcessor,_process_shutdown,95,self|round_number,True,
ciris_engine,ciris_engine/logic/processors/states/shutdown_processor.py,ShutdownProcessor,_create_shutdown_task,173,self,True,
ciris_engine,ciris_engine/logic/processors/states/shutdown_processor.py,ShutdownProcessor,_check_failure_reason,250,self|task,True,
ciris_engine,ciris_engine/logic/processors/states/shutdown_processor.py,ShutdownProcessor,_process_shutdown_thoughts,277,self,True,
ciris_engine,ciris_engine/logic/processors/states/shutdown_processor.py,ShutdownProcessor,cleanup,341,self,True,
ciris_engine,ciris_engine/logic/processors/states/solitude_processor.py,SolitudeProcessor,__init__,34,self,False,
ciris_engine,ciris_engine/logic/processors/states/solitude_processor.py,SolitudeProcessor,get_supported_states,52,self,False,
ciris_engine,ciris_engine/logic/processors/states/solitude_processor.py,SolitudeProcessor,can_process,56,self|state,True,
ciris_engine,ciris_engine/logic/processors/states/solitude_processor.py,SolitudeProcessor,process,60,self|round_number,True,
ciris_engine,ciris_engine/logic/processors/states/solitude_processor.py,SolitudeProcessor,_check_critical_tasks,116,self,True,
ciris_engine,ciris_engine/logic/processors/states/solitude_processor.py,SolitudeProcessor,_perform_maintenance,132,self,True,
ciris_engine,ciris_engine/logic/processors/states/solitude_processor.py,SolitudeProcessor,_reflect_and_learn,165,self,True,
ciris_engine,ciris_engine/logic/processors/states/solitude_processor.py,SolitudeProcessor,_check_exit_conditions,203,self,True,
ciris_engine,ciris_engine/logic/processors/states/solitude_processor.py,SolitudeProcessor,start_processing,232,self|num_rounds,True,
ciris_engine,ciris_engine/logic/processors/states/solitude_processor.py,SolitudeProcessor,stop_processing,249,self,True,
ciris_engine,ciris_engine/logic/processors/states/solitude_processor.py,SolitudeProcessor,get_status,254,self,False,
ciris_engine,ciris_engine/logic/processors/states/solitude_processor.py,SolitudeProcessor,_ready_to_exit_solitude,271,self,False,
ciris_engine,ciris_engine/logic/processors/states/solitude_processor.py,SolitudeProcessor,_get_solitude_duration_minutes,288,self,False,
ciris_engine,ciris_engine/logic/processors/states/solitude_processor.py,SolitudeProcessor,set_solitude_reason,294,self|reason,False,
ciris_engine,ciris_engine/logic/processors/states/solitude_processor.py,SolitudeProcessor,_initialize_time_service,300,self|service_registry,False,
ciris_engine,ciris_engine/logic/processors/states/solitude_processor.py,SolitudeProcessor,_get_current_time,313,self,False,
ciris_engine,ciris_engine/logic/dma/action_selection/faculty_integration.py,FacultyIntegration,__init__,14,self|faculties,False,
ciris_engine,ciris_engine/logic/dma/action_selection/faculty_integration.py,FacultyIntegration,apply_faculties_to_content,17,self|content|context,True,
ciris_engine,ciris_engine/logic/dma/action_selection/faculty_integration.py,FacultyIntegration,build_faculty_insights_string,63,self|faculty_results,False,
ciris_engine,ciris_engine/logic/dma/action_selection/faculty_integration.py,FacultyIntegration,enhance_evaluation_with_faculties,75,self|original_thought|triaged_inputs|conscience_failure_context,True,
ciris_engine,ciris_engine/logic/dma/action_selection/faculty_integration.py,FacultyIntegration,add_faculty_metadata_to_result,146,self|result|faculty_enhanced|recursive_evaluation,False,
ciris_engine,ciris_engine/logic/dma/action_selection/context_builder.py,ActionSelectionContextBuilder,__init__,16,self|prompts|service_registry|bus_manager,False,
ciris_engine,ciris_engine/logic/dma/action_selection/context_builder.py,ActionSelectionContextBuilder,build_main_user_content,22,self|triaged_inputs|agent_name,False,
ciris_engine,ciris_engine/logic/dma/action_selection/context_builder.py,ActionSelectionContextBuilder,_get_permitted_actions,119,self|triaged_inputs,False,
ciris_engine,ciris_engine/logic/dma/action_selection/context_builder.py,ActionSelectionContextBuilder,_get_available_tools_str,151,self|permitted_actions,False,
ciris_engine,ciris_engine/logic/dma/action_selection/context_builder.py,ActionSelectionContextBuilder,_build_ethical_summary,173,self|ethical_pdma_result,False,
ciris_engine,ciris_engine/logic/dma/action_selection/context_builder.py,ActionSelectionContextBuilder,_build_csdma_summary,187,self|csdma_result,False,
ciris_engine,ciris_engine/logic/dma/action_selection/context_builder.py,ActionSelectionContextBuilder,_build_dsdma_summary,191,self|dsdma_result,False,
ciris_engine,ciris_engine/logic/dma/action_selection/context_builder.py,ActionSelectionContextBuilder,_build_ponder_context,202,self|original_thought|current_thought_depth,False,
ciris_engine,ciris_engine/logic/dma/action_selection/context_builder.py,ActionSelectionContextBuilder,_build_final_attempt_advisory,231,self|current_thought_depth|max_rounds|agent_name,False,
ciris_engine,ciris_engine/logic/dma/action_selection/context_builder.py,ActionSelectionContextBuilder,_build_guidance_sections,257,self|agent_name|permitted_actions,False,
ciris_engine,ciris_engine/logic/dma/action_selection/context_builder.py,ActionSelectionContextBuilder,_build_system_context,281,self|processing_context_data,False,
ciris_engine,ciris_engine/logic/dma/action_selection/context_builder.py,ActionSelectionContextBuilder,_build_startup_guidance,301,self|original_thought,False,
ciris_engine,ciris_engine/logic/dma/action_selection/context_builder.py,ActionSelectionContextBuilder,_get_reject_thought_guidance,311,self,False,
ciris_engine,ciris_engine/logic/dma/action_selection/context_builder.py,ActionSelectionContextBuilder,_get_agent_specific_prompt,315,self|base_key|agent_name,False,
ciris_engine,ciris_engine/logic/dma/action_selection/context_builder.py,ActionSelectionContextBuilder,_get_dynamic_action_schemas,332,self|permitted_actions,False,
ciris_engine,ciris_engine/logic/dma/action_selection/special_cases.py,ActionSelectionSpecialCases,handle_ponder_force,15,triaged_inputs,True,staticmethod
ciris_engine,ciris_engine/logic/dma/action_selection/special_cases.py,ActionSelectionSpecialCases,handle_wakeup_task_speak_requirement,54,triaged_inputs,True,staticmethod
ciris_engine,ciris_engine/logic/dma/action_selection/special_cases.py,ActionSelectionSpecialCases,_is_wakeup_task,90,task_id,False,staticmethod
ciris_engine,ciris_engine/logic/dma/action_selection/special_cases.py,ActionSelectionSpecialCases,_task_has_successful_speak,112,task_id,False,staticmethod
ciris_engine,ciris_engine/logic/dma/action_selection/action_instruction_generator.py,ActionInstructionGenerator,__init__,38,self|service_registry|bus_manager,False,
ciris_engine,ciris_engine/logic/dma/action_selection/action_instruction_generator.py,ActionInstructionGenerator,generate_action_instructions,44,self|available_actions,False,
ciris_engine,ciris_engine/logic/dma/action_selection/action_instruction_generator.py,ActionInstructionGenerator,_generate_schema_for_action,61,self|action_type,False,
ciris_engine,ciris_engine/logic/dma/action_selection/action_instruction_generator.py,ActionInstructionGenerator,_format_memory_action_schema,118,self|action_name,False,
ciris_engine,ciris_engine/logic/dma/action_selection/action_instruction_generator.py,ActionInstructionGenerator,_generate_tool_schema,139,self,False,
ciris_engine,ciris_engine/logic/dma/action_selection/action_instruction_generator.py,ActionInstructionGenerator,_get_default_tool_instructions,241,self,False,
ciris_engine,ciris_engine/logic/dma/action_selection/action_instruction_generator.py,ActionInstructionGenerator,_simplify_schema,252,self|schema,False,
ciris_engine,ciris_engine/logic/dma/action_selection/action_instruction_generator.py,ActionInstructionGenerator,get_action_guidance,271,self|action_type,False,
ciris_engine,ciris_engine/logic/services/infrastructure/resource_monitor.py,ResourceSignalBus,__init__,28,self,False,
ciris_engine,ciris_engine/logic/services/infrastructure/resource_monitor.py,ResourceSignalBus,register,36,self|signal|handler,False,
ciris_engine,ciris_engine/logic/services/infrastructure/resource_monitor.py,ResourceSignalBus,emit,39,self|signal|resource,True,
ciris_engine,ciris_engine/logic/services/infrastructure/resource_monitor.py,ResourceMonitorService,__init__,49,self|budget|db_path|time_service|signal_bus,False,
ciris_engine,ciris_engine/logic/services/infrastructure/resource_monitor.py,ResourceMonitorService,start,62,self,True,
ciris_engine,ciris_engine/logic/services/infrastructure/resource_monitor.py,ResourceMonitorService,stop,67,self,True,
ciris_engine,ciris_engine/logic/services/infrastructure/resource_monitor.py,ResourceMonitorService,_monitor_loop,71,self,True,
ciris_engine,ciris_engine/logic/services/infrastructure/resource_monitor.py,ResourceMonitorService,_update_snapshot,81,self,True,
ciris_engine,ciris_engine/logic/services/infrastructure/resource_monitor.py,ResourceMonitorService,_check_limits,114,self,True,
ciris_engine,ciris_engine/logic/services/infrastructure/resource_monitor.py,ResourceMonitorService,_check_resource,126,self|name|current_value,True,
ciris_engine,ciris_engine/logic/services/infrastructure/resource_monitor.py,ResourceMonitorService,_take_action,135,self|resource|config|level,True,
ciris_engine,ciris_engine/logic/services/infrastructure/resource_monitor.py,ResourceMonitorService,record_tokens,152,self|tokens,True,
ciris_engine,ciris_engine/logic/services/infrastructure/resource_monitor.py,ResourceMonitorService,check_available,156,self|resource|amount,True,
ciris_engine,ciris_engine/logic/services/infrastructure/resource_monitor.py,ResourceMonitorService,_count_active_thoughts,165,self,False,
ciris_engine,ciris_engine/logic/services/infrastructure/resource_monitor.py,ResourceMonitorService,get_status,177,self,False,
ciris_engine,ciris_engine/logic/services/infrastructure/resource_monitor.py,ResourceMonitorService,is_healthy,196,self,True,
ciris_engine,ciris_engine/logic/services/infrastructure/resource_monitor.py,ResourceMonitorService,get_capabilities,200,self,False,
ciris_engine,ciris_engine/logic/services/infrastructure/authentication.py,AuthenticationService,__init__,46,self|db_path|time_service|key_dir,False,
ciris_engine,ciris_engine/logic/services/infrastructure/authentication.py,AuthenticationService,_encode_public_key,76,pubkey_bytes,False,staticmethod
ciris_engine,ciris_engine/logic/services/infrastructure/authentication.py,AuthenticationService,_decode_public_key,81,pubkey_str,False,staticmethod
ciris_engine,ciris_engine/logic/services/infrastructure/authentication.py,AuthenticationService,_get_or_create_gateway_secret,89,self,False,
ciris_engine,ciris_engine/logic/services/infrastructure/authentication.py,AuthenticationService,_init_database,102,self,False,
ciris_engine,ciris_engine/logic/services/infrastructure/authentication.py,AuthenticationService,get_wa,114,self|wa_id,True,
ciris_engine,ciris_engine/logic/services/infrastructure/authentication.py,AuthenticationService,_get_wa_by_kid,151,self|jwt_kid,True,
ciris_engine,ciris_engine/logic/services/infrastructure/authentication.py,AuthenticationService,get_wa_by_oauth,188,self|provider|external_id,True,
ciris_engine,ciris_engine/logic/services/infrastructure/authentication.py,AuthenticationService,_get_wa_by_adapter,225,self|adapter_id,True,
ciris_engine,ciris_engine/logic/services/infrastructure/authentication.py,AuthenticationService,_store_wa_certificate,262,self|wa,True,
ciris_engine,ciris_engine/logic/services/infrastructure/authentication.py,AuthenticationService,_create_adapter_observer,300,self|adapter_id|name,True,
ciris_engine,ciris_engine/logic/services/infrastructure/authentication.py,AuthenticationService,update_wa,329,self|wa_id|updates,True,
ciris_engine,ciris_engine/logic/services/infrastructure/authentication.py,AuthenticationService,revoke_wa,366,self|wa_id|reason,True,
ciris_engine,ciris_engine/logic/services/infrastructure/authentication.py,AuthenticationService,_list_all_was,379,self|active_only,True,
ciris_engine,ciris_engine/logic/services/infrastructure/authentication.py,AuthenticationService,update_last_login,421,self|wa_id,True,
ciris_engine,ciris_engine/logic/services/infrastructure/authentication.py,AuthenticationService,create_channel_token,427,self|wa_id|channel_id|ttl,True,
ciris_engine,ciris_engine/logic/services/infrastructure/authentication.py,AuthenticationService,create_gateway_token,461,self|wa|expires_hours,False,
ciris_engine,ciris_engine/logic/services/infrastructure/authentication.py,AuthenticationService,_create_authority_token,484,self|wa|private_key,False,
ciris_engine,ciris_engine/logic/services/infrastructure/authentication.py,AuthenticationService,_verify_jwt_and_get_context,507,self|token,True,
ciris_engine,ciris_engine/logic/services/infrastructure/authentication.py,AuthenticationService,generate_keypair,567,self,False,
ciris_engine,ciris_engine/logic/services/infrastructure/authentication.py,AuthenticationService,sign_data,585,self|data|private_key,False,
ciris_engine,ciris_engine/logic/services/infrastructure/authentication.py,AuthenticationService,_verify_signature,591,self|data|signature|public_key,False,
ciris_engine,ciris_engine/logic/services/infrastructure/authentication.py,AuthenticationService,sign_task,603,self|task|wa_id,True,
ciris_engine,ciris_engine/logic/services/infrastructure/authentication.py,AuthenticationService,verify_task_signature,644,self|task,True,
ciris_engine,ciris_engine/logic/services/infrastructure/authentication.py,AuthenticationService,_generate_wa_id,682,self|timestamp,False,
ciris_engine,ciris_engine/logic/services/infrastructure/authentication.py,AuthenticationService,hash_password,688,self|password,False,
ciris_engine,ciris_engine/logic/services/infrastructure/authentication.py,AuthenticationService,_verify_password,700,self|password|hash,False,
ciris_engine,ciris_engine/logic/services/infrastructure/authentication.py,AuthenticationService,_generate_api_key,718,self|wa_id,False,
ciris_engine,ciris_engine/logic/services/infrastructure/authentication.py,AuthenticationService,_generate_wa_id,724,self|timestamp,False,
ciris_engine,ciris_engine/logic/services/infrastructure/authentication.py,AuthenticationService,authenticate,732,self|token,True,
ciris_engine,ciris_engine/logic/services/infrastructure/authentication.py,AuthenticationService,create_token,764,self|wa_id|token_type|ttl,True,
ciris_engine,ciris_engine/logic/services/infrastructure/authentication.py,AuthenticationService,verify_token,778,self|token,True,
ciris_engine,ciris_engine/logic/services/infrastructure/authentication.py,AuthenticationService,create_wa,805,self|name|email|scopes|role,True,
ciris_engine,ciris_engine/logic/services/infrastructure/authentication.py,AuthenticationService,list_was,836,self|active_only,True,
ciris_engine,ciris_engine/logic/services/infrastructure/authentication.py,AuthenticationService,rotate_keys,840,self|wa_id,True,
ciris_engine,ciris_engine/logic/services/infrastructure/authentication.py,AuthenticationService,_verify_token_internal,859,self|token,True,
ciris_engine,ciris_engine/logic/services/infrastructure/authentication.py,AuthenticationService,_require_scope,877,self|scope,False,
ciris_engine,ciris_engine/logic/services/infrastructure/authentication.py,AuthenticationService,_require_wa_auth,934,self|scope,False,
ciris_engine,ciris_engine/logic/services/infrastructure/authentication.py,AuthenticationService,_get_adapter_token,1019,self|adapter_id,False,
ciris_engine,ciris_engine/logic/services/infrastructure/authentication.py,AuthenticationService,start,1025,self,True,
ciris_engine,ciris_engine/logic/services/infrastructure/authentication.py,AuthenticationService,stop,1030,self,True,
ciris_engine,ciris_engine/logic/services/infrastructure/authentication.py,AuthenticationService,_get_system_wa,1036,self,True,
ciris_engine,ciris_engine/logic/services/infrastructure/authentication.py,AuthenticationService,get_system_wa_id,1044,self,True,
ciris_engine,ciris_engine/logic/services/infrastructure/authentication.py,AuthenticationService,_create_system_wa_certificate,1049,self|parent_wa_id,True,
ciris_engine,ciris_engine/logic/services/infrastructure/authentication.py,AuthenticationService,sign_task,1110,self|task|wa_id,True,
ciris_engine,ciris_engine/logic/services/infrastructure/authentication.py,AuthenticationService,verify_task_signature,1149,self|task,True,
ciris_engine,ciris_engine/logic/services/infrastructure/authentication.py,AuthenticationService,bootstrap_if_needed,1183,self,True,
ciris_engine,ciris_engine/logic/services/infrastructure/authentication.py,AuthenticationService,_create_channel_token_for_adapter,1217,self|adapter_type|adapter_info,True,
ciris_engine,ciris_engine/logic/services/infrastructure/authentication.py,AuthenticationService,verify_token_sync,1251,self|token,False,
ciris_engine,ciris_engine/logic/services/infrastructure/authentication.py,AuthenticationService,get_capabilities,1280,self,False,
ciris_engine,ciris_engine/logic/services/infrastructure/authentication.py,AuthenticationService,get_status,1301,self,False,
ciris_engine,ciris_engine/logic/services/infrastructure/authentication.py,AuthenticationService,start,1328,self,True,
ciris_engine,ciris_engine/logic/services/infrastructure/authentication.py,AuthenticationService,stop,1334,self,True,
ciris_engine,ciris_engine/logic/services/infrastructure/authentication.py,AuthenticationService,is_healthy,1343,self,True,
ciris_engine,ciris_engine/logic/services/runtime/control_service.py,RuntimeControlService,__init__,38,self|runtime|adapter_manager|config_manager|time_service,False,
ciris_engine,ciris_engine/logic/services/runtime/control_service.py,RuntimeControlService,_get_config_manager,69,self,False,
ciris_engine,ciris_engine/logic/services/runtime/control_service.py,RuntimeControlService,_initialize,75,self,True,
ciris_engine,ciris_engine/logic/services/runtime/control_service.py,RuntimeControlService,single_step,84,self,True,
ciris_engine,ciris_engine/logic/services/runtime/control_service.py,RuntimeControlService,pause_processing,120,self,True,
ciris_engine,ciris_engine/logic/services/runtime/control_service.py,RuntimeControlService,resume_processing,158,self,True,
ciris_engine,ciris_engine/logic/services/runtime/control_service.py,RuntimeControlService,get_processor_queue_status,196,self,True,
ciris_engine,ciris_engine/logic/services/runtime/control_service.py,RuntimeControlService,shutdown_runtime,234,self|reason,True,
ciris_engine,ciris_engine/logic/services/runtime/control_service.py,RuntimeControlService,handle_emergency_shutdown,273,self|command,True,
ciris_engine,ciris_engine/logic/services/runtime/control_service.py,RuntimeControlService,_verify_wa_signature,343,self|command,False,
ciris_engine,ciris_engine/logic/services/runtime/control_service.py,RuntimeControlService,_configure_kill_switch,388,self|config,False,
ciris_engine,ciris_engine/logic/services/runtime/control_service.py,RuntimeControlService,_extract_wa_id_from_pem,414,self|key_pem,False,
ciris_engine,ciris_engine/logic/services/runtime/control_service.py,RuntimeControlService,load_adapter,425,self|adapter_type|adapter_id|config|auto_start,True,
ciris_engine,ciris_engine/logic/services/runtime/control_service.py,RuntimeControlService,unload_adapter,457,self|adapter_id|force,True,
ciris_engine,ciris_engine/logic/services/runtime/control_service.py,RuntimeControlService,list_adapters,489,self,True,
ciris_engine,ciris_engine/logic/services/runtime/control_service.py,RuntimeControlService,get_adapter_info,517,self|adapter_id,True,
ciris_engine,ciris_engine/logic/services/runtime/control_service.py,RuntimeControlService,get_config,544,self|path|include_sensitive,True,
ciris_engine,ciris_engine/logic/services/runtime/control_service.py,RuntimeControlService,update_config,556,self|path|value|scope|validation_level|reason,True,
ciris_engine,ciris_engine/logic/services/runtime/control_service.py,RuntimeControlService,validate_config,586,self|config_data|config_path,True,
ciris_engine,ciris_engine/logic/services/runtime/control_service.py,RuntimeControlService,backup_config,601,self|backup_name,True,
ciris_engine,ciris_engine/logic/services/runtime/control_service.py,RuntimeControlService,restore_config,621,self|backup_name,True,
ciris_engine,ciris_engine/logic/services/runtime/control_service.py,RuntimeControlService,list_config_backups,655,self,True,
ciris_engine,ciris_engine/logic/services/runtime/control_service.py,RuntimeControlService,get_runtime_status,663,self,True,
ciris_engine,ciris_engine/logic/services/runtime/control_service.py,RuntimeControlService,get_runtime_snapshot,699,self,True,
ciris_engine,ciris_engine/logic/services/runtime/control_service.py,RuntimeControlService,_get_service_registry_info,731,self|handler|service_type,True,
ciris_engine,ciris_engine/logic/services/runtime/control_service.py,RuntimeControlService,_update_service_priority,747,self|provider_name|new_priority|new_priority_group|new_strategy,True,
ciris_engine,ciris_engine/logic/services/runtime/control_service.py,RuntimeControlService,_reset_circuit_breakers,897,self|service_type,True,
ciris_engine,ciris_engine/logic/services/runtime/control_service.py,RuntimeControlService,get_service_health_status,918,self,True,
ciris_engine,ciris_engine/logic/services/runtime/control_service.py,RuntimeControlService,_get_service_selection_explanation,991,self,True,
ciris_engine,ciris_engine/logic/services/runtime/control_service.py,RuntimeControlService,_record_event,1026,self|category|action|success|result|error,True,
ciris_engine,ciris_engine/logic/services/runtime/control_service.py,RuntimeControlService,get_events_history,1056,self|limit,False,
ciris_engine,ciris_engine/logic/services/runtime/control_service.py,RuntimeControlService,_reload_config,1061,self|config_path,True,
ciris_engine,ciris_engine/logic/services/runtime/control_service.py,RuntimeControlService,is_healthy,1082,self,True,
